units_used,peak_hours_usage,appliance_count,lighting_type,avg_lighting_hours,tariff_type,season,previous_bill,efficiency_score,predicted_bill
82,185,13,Bulb,9,Commercial,Monsoon,3818,4,1860
526,72,12,Bulb,4,Domestic,Monsoon,5074,8,3731
118,198,13,CFL,4,Commercial,Summer,3993,4,2087
506,170,5,LED,8,Commercial,Summer,677,1,3477
138,162,5,CFL,9,Commercial,Monsoon,5966,8,1551
530,176,3,CFL,7,Domestic,Summer,3146,3,3488
240,197,4,LED,3,Commercial,Summer,4498,3,2123
482,139,9,CFL,3,Commercial,Winter,5569,9,3518
265,67,7,CFL,7,Commercial,Monsoon,1460,5,2039
75,84,4,CFL,6,Commercial,Winter,3903,9,914
455,60,3,CFL,9,Commercial,Winter,3926,9,2735
376,62,13,CFL,3,Domestic,Winter,5892,1,2991
396,113,8,CFL,6,Commercial,Summer,4862,3,2926
160,114,15,LED,6,Domestic,Winter,5230,4,2171
197,67,10,CFL,2,Commercial,Monsoon,2511,4,1885
292,83,3,LED,7,Commercial,Monsoon,2614,1,1966
301,153,10,Bulb,9,Commercial,Summer,1583,10,2693
395,68,3,LED,6,Commercial,Monsoon,3491,3,2451
483,81,7,LED,7,Domestic,Monsoon,3525,8,3209
329,63,11,Bulb,6,Domestic,Summer,5965,4,2620
209,40,13,LED,3,Commercial,Winter,4365,9,2059
363,91,11,LED,5,Domestic,Monsoon,944,6,2884
513,155,9,Bulb,4,Domestic,Winter,906,9,3729
524,93,2,Bulb,8,Domestic,Summer,5776,7,3130
589,73,9,CFL,7,Domestic,Summer,5164,4,3863
321,55,8,LED,5,Domestic,Monsoon,2539,1,2356
519,179,15,CFL,4,Commercial,Summer,2079,10,4229
373,22,5,CFL,7,Domestic,Monsoon,775,6,2324
142,67,5,LED,3,Commercial,Winter,826,10,1272
86,72,14,Bulb,6,Domestic,Winter,4334,7,1590
154,56,11,Bulb,9,Commercial,Summer,4253,4,1694
565,62,4,LED,9,Commercial,Winter,3836,4,3375
593,135,2,CFL,3,Domestic,Summer,3496,2,3619
526,161,7,Bulb,4,Commercial,Winter,1957,3,3683
200,193,4,Bulb,5,Commercial,Winter,4867,9,1903
351,51,2,CFL,6,Commercial,Summer,5496,10,2104
588,167,2,LED,10,Commercial,Summer,633,10,3694
526,14,5,Bulb,8,Domestic,Winter,1237,10,3088
60,42,9,LED,4,Domestic,Monsoon,4363,9,1033
505,121,2,CFL,9,Domestic,Winter,2078,5,3120
255,156,11,Bulb,2,Domestic,Winter,2522,10,2531
114,165,3,LED,7,Commercial,Summer,774,1,1305
64,35,14,LED,4,Commercial,Summer,2031,6,1360
69,199,10,CFL,8,Domestic,Summer,2409,8,1640
540,104,13,CFL,7,Commercial,Monsoon,3600,4,3970
583,56,10,Bulb,4,Domestic,Winter,1661,4,3844
369,73,7,CFL,5,Domestic,Winter,2583,2,2595
176,65,8,Bulb,2,Domestic,Summer,2019,6,1639
258,27,12,Bulb,8,Commercial,Monsoon,798,5,2205
74,64,12,Bulb,8,Commercial,Winter,1992,7,1372
306,44,10,Bulb,9,Domestic,Winter,2526,3,2375
590,110,14,CFL,7,Domestic,Winter,4107,1,4313
425,65,5,Bulb,3,Domestic,Winter,5530,6,2728
370,195,14,Bulb,4,Domestic,Winter,5254,2,3445
386,183,8,CFL,6,Commercial,Monsoon,3329,7,3095
509,183,6,Bulb,7,Domestic,Monsoon,3457,7,3599
508,86,7,LED,5,Domestic,Monsoon,4371,8,3354
421,29,7,CFL,2,Domestic,Monsoon,5844,4,2725
451,57,7,CFL,2,Commercial,Monsoon,1024,2,2968
216,133,13,Bulb,3,Commercial,Winter,875,4,2388
322,149,12,Bulb,3,Commercial,Winter,776,9,2920
226,37,5,Bulb,9,Commercial,Monsoon,1602,7,1612
530,64,7,Bulb,5,Commercial,Summer,4566,2,3398
552,12,4,Bulb,10,Commercial,Monsoon,837,6,3151
231,16,13,LED,8,Commercial,Monsoon,2036,8,2097
274,170,6,CFL,6,Commercial,Summer,5232,9,2344
72,177,4,LED,6,Domestic,Summer,4450,10,1192
226,38,7,LED,10,Domestic,Monsoon,4734,10,1746
366,23,12,CFL,10,Commercial,Summer,3941,2,2750
365,177,6,Bulb,5,Domestic,Summer,674,5,2836
480,79,11,LED,4,Commercial,Monsoon,1000,2,3450
524,175,11,LED,9,Commercial,Summer,1573,8,3980
162,62,12,CFL,9,Commercial,Summer,848,8,1820
209,185,10,Bulb,2,Domestic,Monsoon,3018,7,2319
208,187,9,Bulb,9,Commercial,Winter,4998,3,2254
284,136,11,Bulb,8,Domestic,Summer,5876,8,2617
440,178,4,CFL,8,Domestic,Summer,4321,7,3096
73,111,5,Bulb,10,Commercial,Summer,5759,10,1055
503,170,9,Bulb,6,Commercial,Summer,1926,10,3724
390,53,6,CFL,10,Commercial,Winter,4695,3,2575
217,192,3,Bulb,9,Commercial,Winter,804,1,1922
406,118,8,Bulb,9,Domestic,Summer,1633,7,2994
479,13,13,LED,2,Domestic,Monsoon,2820,8,3368
206,96,15,CFL,8,Commercial,Winter,2928,10,2351
111,139,7,CFL,10,Domestic,Monsoon,5083,9,1471
62,100,9,LED,10,Commercial,Monsoon,4610,5,1226
93,120,3,LED,3,Domestic,Monsoon,2558,2,1055
546,72,14,LED,2,Commercial,Monsoon,3342,4,3966
237,151,12,Bulb,9,Domestic,Summer,5492,1,2488
423,133,11,Bulb,7,Domestic,Winter,5116,5,3326
557,28,13,CFL,9,Domestic,Summer,5224,6,3818
431,182,8,Bulb,4,Commercial,Winter,4052,7,3324
126,200,13,Bulb,3,Domestic,Winter,5035,3,2135
110,38,9,CFL,9,Domestic,Monsoon,1174,8,1279
511,200,9,Bulb,9,Commercial,Monsoon,4973,9,3860
246,25,9,Bulb,8,Commercial,Monsoon,2071,4,1940
304,29,4,Bulb,5,Commercial,Summer,2788,10,1924
287,54,4,Bulb,6,Commercial,Winter,3193,4,1915
435,71,15,LED,6,Commercial,Summer,3876,8,3455
527,177,10,CFL,5,Commercial,Winter,686,7,3936
546,96,2,Bulb,2,Commercial,Winter,1699,1,3253
171,46,7,CFL,9,Domestic,Summer,4909,7,1487
254,155,8,CFL,7,Domestic,Monsoon,2365,6,2325
89,49,13,Bulb,2,Commercial,Winter,5576,5,1468
284,103,15,CFL,4,Domestic,Winter,5611,5,2776
375,46,7,CFL,5,Commercial,Monsoon,4373,8,2541
457,61,2,Bulb,3,Domestic,Summer,3742,7,2683
164,164,6,CFL,8,Domestic,Summer,4544,1,1758
321,29,14,Bulb,5,Commercial,Monsoon,2209,9,2668
61,92,9,CFL,3,Domestic,Winter,4028,6,1196
440,153,10,LED,2,Domestic,Winter,5378,1,3411
505,188,5,Bulb,9,Commercial,Winter,1909,6,3528
272,64,13,Bulb,4,Commercial,Summer,3696,1,2460
74,62,13,Bulb,5,Commercial,Summer,2332,5,1431
448,103,3,Bulb,9,Domestic,Winter,544,5,2835
63,149,15,CFL,2,Commercial,Winter,3125,2,1780
374,156,2,Bulb,4,Commercial,Winter,4655,10,2554
56,161,12,LED,5,Commercial,Summer,4122,1,1585
233,82,7,CFL,10,Commercial,Summer,2857,9,1921
80,151,10,CFL,9,Domestic,Summer,2302,7,1546
234,178,11,LED,5,Domestic,Summer,4103,5,2492
152,80,5,LED,10,Commercial,Summer,4810,3,1365
401,43,5,Bulb,4,Commercial,Summer,1588,6,2534
260,104,6,Bulb,7,Commercial,Winter,2510,3,2064
318,171,12,Bulb,6,Domestic,Monsoon,4790,9,2969
416,131,9,LED,3,Domestic,Monsoon,5508,8,3152
432,188,6,LED,4,Domestic,Monsoon,1654,1,3217
232,54,12,Bulb,2,Domestic,Summer,2402,6,2156
494,55,12,LED,4,Domestic,Summer,4897,5,3512
268,195,12,CFL,3,Commercial,Winter,5310,6,2786
397,23,10,LED,7,Domestic,Winter,947,2,2779
409,104,6,LED,4,Commercial,Winter,4637,7,2834
524,55,11,LED,5,Commercial,Winter,3859,5,3602
297,181,4,LED,5,Domestic,Winter,5254,1,2367
547,140,15,CFL,9,Domestic,Summer,2423,1,4251
252,98,12,LED,5,Domestic,Summer,4374,4,2398
231,169,2,Bulb,8,Commercial,Monsoon,3415,2,1856
385,129,12,Bulb,3,Commercial,Monsoon,3306,10,3183
297,180,14,LED,5,Domestic,Summer,4475,3,3020
500,171,13,CFL,6,Domestic,Summer,5987,7,3975
588,126,8,CFL,8,Commercial,Monsoon,3581,8,3959
149,53,15,LED,7,Domestic,Summer,1666,3,1922
332,130,6,CFL,9,Commercial,Winter,2719,5,2518
490,108,2,LED,9,Domestic,Winter,3171,5,3002
388,62,9,Bulb,10,Domestic,Summer,1269,10,2790
437,66,2,Bulb,8,Domestic,Summer,5929,8,2596
221,163,6,CFL,4,Commercial,Summer,2854,2,2049
524,110,2,CFL,10,Domestic,Monsoon,4549,6,3184
211,155,2,Bulb,7,Commercial,Winter,4096,5,1709
259,45,4,CFL,8,Commercial,Monsoon,1406,1,1742
390,200,5,CFL,3,Domestic,Monsoon,2662,8,2972
261,27,15,LED,8,Commercial,Summer,4633,1,2418
100,163,12,Bulb,9,Commercial,Monsoon,873,6,1818
395,149,2,LED,4,Domestic,Summer,3097,4,2640
212,75,6,CFL,4,Commercial,Summer,5993,1,1725
499,62,2,Bulb,9,Domestic,Monsoon,2771,6,2903
70,93,12,Bulb,3,Domestic,Monsoon,1303,10,1443
114,57,12,CFL,3,Domestic,Monsoon,3875,6,1556
593,146,7,Bulb,4,Commercial,Monsoon,2949,6,3982
203,199,15,CFL,8,Domestic,Monsoon,3960,4,2661
278,65,8,LED,2,Commercial,Summer,5885,1,2166
549,179,14,LED,7,Commercial,Monsoon,3498,7,4319
77,12,7,LED,6,Domestic,Summer,710,9,895
62,137,5,CFL,3,Commercial,Monsoon,1324,6,1080
94,104,6,Bulb,10,Commercial,Monsoon,2229,7,1207
340,37,3,Bulb,7,Commercial,Winter,854,3,2069
445,171,13,CFL,8,Commercial,Monsoon,4728,10,3691
108,192,3,CFL,5,Domestic,Monsoon,4938,2,1359
394,38,4,Bulb,7,Domestic,Monsoon,5541,9,2417
98,55,9,CFL,4,Domestic,Winter,1655,1,1270
198,161,7,Bulb,6,Commercial,Summer,3687,4,1989
316,13,3,Bulb,6,Commercial,Monsoon,1647,7,1869
329,159,2,LED,10,Commercial,Monsoon,4956,1,2331
535,53,5,LED,8,Commercial,Monsoon,1840,6,3258
210,28,4,CFL,4,Domestic,Winter,3227,2,1435
221,179,14,Bulb,4,Domestic,Winter,5350,10,2625
381,177,15,CFL,4,Commercial,Monsoon,5481,3,3510
201,48,6,LED,8,Commercial,Monsoon,5420,5,1583
397,61,4,LED,4,Domestic,Winter,5676,1,2505
70,108,14,Bulb,3,Commercial,Summer,2157,6,1621
264,162,6,LED,5,Domestic,Monsoon,2930,5,2268
374,117,6,CFL,2,Commercial,Summer,5702,3,2694
91,139,2,LED,7,Commercial,Winter,1577,6,1039
207,101,9,CFL,2,Domestic,Monsoon,1665,5,1978
156,134,7,CFL,8,Commercial,Winter,734,7,1687
217,92,2,CFL,2,Commercial,Monsoon,4878,5,1541
382,98,12,Bulb,6,Domestic,Winter,4384,5,3069
532,99,14,CFL,10,Commercial,Winter,530,7,3979
339,124,12,Bulb,9,Domestic,Winter,5638,9,2929
257,194,10,CFL,3,Domestic,Monsoon,1068,7,2595
206,45,3,Bulb,2,Domestic,Winter,1606,4,1402
212,189,6,Bulb,6,Domestic,Monsoon,2340,8,2084
160,97,8,LED,10,Commercial,Summer,2196,8,1657
326,103,10,Bulb,9,Commercial,Summer,1349,7,2665
401,86,9,Bulb,6,Domestic,Winter,2219,3,2933
224,115,3,LED,4,Domestic,Monsoon,4300,5,1716
469,159,9,Bulb,5,Commercial,Winter,4558,2,3514
384,121,14,LED,3,Domestic,Winter,3585,2,3284
571,84,6,LED,2,Commercial,Monsoon,1075,1,3607
370,119,2,Bulb,8,Commercial,Monsoon,1958,10,2417
194,99,9,LED,7,Commercial,Winter,4988,8,1905
62,140,7,CFL,4,Commercial,Monsoon,5487,1,1221
143,67,13,LED,3,Domestic,Winter,3039,7,1803
101,50,7,Bulb,8,Commercial,Winter,1892,7,1139
164,20,12,LED,9,Domestic,Summer,3903,10,1698
261,178,13,CFL,2,Commercial,Winter,4179,7,2762
597,41,13,Bulb,4,Domestic,Monsoon,1052,9,4066
511,144,11,Bulb,5,Commercial,Monsoon,5959,8,3815
324,130,8,CFL,6,Commercial,Monsoon,2455,1,2608
318,151,2,LED,2,Domestic,Summer,1961,5,2249
250,60,7,LED,2,Domestic,Winter,2880,8,1940
314,177,15,Bulb,9,Domestic,Summer,1631,7,3164
413,130,9,CFL,4,Domestic,Monsoon,2783,4,3133
364,198,8,CFL,3,Commercial,Winter,895,7,3029
193,119,2,CFL,6,Domestic,Winter,4472,6,1503
243,44,10,Bulb,6,Commercial,Summer,3315,4,2050
64,141,8,LED,10,Domestic,Monsoon,5374,2,1300
306,146,15,Bulb,10,Commercial,Winter,1646,2,3025
184,92,3,LED,3,Domestic,Monsoon,998,8,1437
360,62,8,Bulb,2,Domestic,Winter,3809,6,2580
324,86,5,CFL,9,Commercial,Summer,5890,7,2272
56,34,15,LED,3,Domestic,Winter,2283,3,1381
396,123,15,LED,4,Commercial,Monsoon,1661,8,3418
249,52,6,CFL,9,Commercial,Winter,1531,4,1843
139,50,15,LED,5,Domestic,Summer,4520,9,1860
147,170,10,CFL,2,Domestic,Monsoon,529,4,1951
421,121,10,Bulb,2,Domestic,Summer,919,8,3212
429,184,5,LED,6,Commercial,Summer,3835,3,3123
368,161,11,LED,3,Commercial,Monsoon,2895,10,3130
528,106,7,CFL,6,Commercial,Winter,5574,6,3520
137,19,14,Bulb,9,Domestic,Monsoon,1896,1,1687
259,72,3,LED,6,Domestic,Summer,1997,1,1761
301,177,12,CFL,5,Commercial,Monsoon,4673,8,2900
494,195,14,CFL,5,Domestic,Summer,4273,8,4085
397,91,14,Bulb,8,Commercial,Winter,4179,1,3256
230,172,7,LED,2,Domestic,Summer,1719,9,2189
396,80,13,Bulb,10,Commercial,Winter,5213,5,3151
196,193,14,LED,6,Commercial,Monsoon,517,4,2540
524,91,6,CFL,3,Commercial,Monsoon,4106,1,3387
487,76,10,Bulb,9,Commercial,Winter,2916,9,3411
134,118,3,LED,6,Commercial,Monsoon,4791,4,1261
541,92,4,CFL,10,Domestic,Summer,857,6,3346
443,28,13,CFL,9,Domestic,Winter,3515,6,3230
158,39,6,CFL,5,Domestic,Summer,5162,7,1333
524,41,8,CFL,10,Commercial,Summer,824,10,3360
577,33,9,CFL,3,Domestic,Summer,2620,1,3675
89,156,5,Bulb,9,Domestic,Winter,5124,6,1279
493,31,2,CFL,6,Commercial,Winter,3119,9,2775
319,165,4,CFL,6,Domestic,Monsoon,2435,8,2430
370,36,10,CFL,6,Domestic,Winter,812,2,2681
489,15,11,CFL,4,Commercial,Monsoon,3421,4,3295
320,151,6,CFL,8,Commercial,Monsoon,2446,4,2522
293,112,14,Bulb,9,Commercial,Winter,2325,8,2785
252,35,13,Bulb,3,Commercial,Monsoon,3885,10,2265
268,33,11,CFL,2,Domestic,Monsoon,3369,5,2210
330,11,7,CFL,2,Commercial,Summer,5011,9,2198
55,195,14,Bulb,9,Domestic,Monsoon,2169,7,1818
396,192,13,CFL,10,Domestic,Winter,5976,6,3504
517,25,4,CFL,3,Domestic,Summer,621,6,3011
513,149,15,CFL,8,Domestic,Summer,4215,10,4104
374,78,10,LED,7,Domestic,Winter,2179,4,2834
110,165,8,CFL,2,Commercial,Summer,1727,1,1613
52,113,13,Bulb,8,Commercial,Monsoon,641,8,1478
334,188,7,CFL,4,Commercial,Winter,570,3,2777
414,98,15,CFL,4,Commercial,Monsoon,3411,1,3432
507,76,14,Bulb,10,Domestic,Summer,3800,8,3777
579,62,3,CFL,10,Domestic,Summer,3424,10,3382
195,137,4,CFL,5,Commercial,Winter,4108,10,1701
375,137,3,CFL,9,Domestic,Monsoon,5208,10,2565
587,101,4,CFL,6,Commercial,Summer,3485,8,3612
269,78,10,LED,7,Commercial,Summer,4331,4,2292
235,58,9,CFL,7,Commercial,Winter,5540,5,1987
591,150,14,CFL,9,Domestic,Winter,5683,3,4444
505,33,6,Bulb,8,Commercial,Monsoon,5273,3,3106
118,131,9,CFL,7,Commercial,Summer,3027,6,1613
130,68,4,LED,5,Domestic,Monsoon,2584,7,1148
115,156,4,Bulb,2,Commercial,Summer,4218,1,1348
561,123,6,LED,2,Domestic,Summer,1588,9,3678
179,126,12,LED,2,Domestic,Summer,1741,7,2109
225,184,8,LED,10,Domestic,Winter,5178,10,2267
192,90,8,Bulb,7,Domestic,Summer,5282,2,1800
172,92,2,CFL,3,Domestic,Winter,3733,6,1309
403,66,7,Bulb,9,Commercial,Summer,1654,8,2749
365,186,6,CFL,6,Domestic,Summer,2334,4,2865
52,12,14,CFL,10,Domestic,Winter,3554,2,1226
464,198,15,LED,7,Commercial,Monsoon,5107,8,4005
599,109,12,Bulb,2,Domestic,Summer,4704,4,4225
366,22,11,CFL,4,Commercial,Monsoon,3708,5,2682
589,198,5,CFL,3,Commercial,Summer,3885,9,3994
52,117,10,CFL,10,Commercial,Summer,1545,4,1294
139,20,13,Bulb,2,Commercial,Winter,5401,3,1634
128,49,8,LED,2,Commercial,Monsoon,4657,10,1341
519,130,15,CFL,7,Domestic,Winter,4465,8,4075
97,61,11,Bulb,2,Commercial,Monsoon,4945,9,1415
177,34,8,CFL,10,Commercial,Winter,4738,1,1546
85,162,11,Bulb,6,Commercial,Summer,5759,4,1672
380,32,15,Bulb,9,Commercial,Summer,1548,7,3048
189,12,5,Bulb,7,Commercial,Monsoon,5782,3,1342
576,89,10,LED,6,Domestic,Monsoon,5688,5,3912
76,121,9,LED,3,Commercial,Summer,2339,8,1365
364,124,9,LED,8,Commercial,Winter,1628,7,2861
371,93,12,CFL,8,Commercial,Summer,4868,8,2997
514,70,9,CFL,2,Domestic,Monsoon,3326,6,3466
227,103,11,Bulb,9,Domestic,Winter,5499,2,2219
115,113,3,CFL,7,Commercial,Monsoon,5415,5,1147
298,132,5,LED,2,Commercial,Monsoon,5693,8,2283
61,90,4,LED,9,Domestic,Monsoon,2335,2,861
524,150,10,LED,4,Domestic,Winter,1096,1,3835
389,188,2,CFL,8,Commercial,Summer,2107,4,2732
117,191,5,LED,9,Commercial,Monsoon,4574,6,1534
558,63,5,CFL,7,Domestic,Monsoon,4401,9,3408
431,44,15,CFL,8,Commercial,Summer,2209,1,3349
585,14,13,LED,3,Domestic,Summer,5951,1,3919
70,145,13,CFL,7,Commercial,Monsoon,5197,5,1672
131,150,7,Bulb,6,Domestic,Summer,5210,5,1609
291,176,15,CFL,2,Domestic,Summer,2447,7,3042
498,117,9,CFL,10,Commercial,Monsoon,4265,6,3531
71,141,5,LED,3,Commercial,Summer,2841,10,1139
165,164,9,Bulb,6,Domestic,Winter,3322,10,1960
101,78,5,CFL,10,Domestic,Summer,2899,9,1095
459,78,4,CFL,10,Domestic,Winter,3333,2,2878
317,158,10,LED,4,Commercial,Monsoon,5439,3,2792
245,52,2,Bulb,8,Commercial,Summer,4412,6,1560
278,12,4,CFL,2,Commercial,Summer,4326,4,1736
413,95,11,Bulb,9,Domestic,Monsoon,3150,3,3154
552,106,7,CFL,6,Domestic,Summer,3706,9,3644
258,198,9,CFL,4,Domestic,Summer,872,10,2547
87,93,10,LED,7,Domestic,Monsoon,1832,4,1399
580,125,11,Bulb,6,Domestic,Summer,568,4,4111
484,84,6,LED,6,Domestic,Summer,1661,10,3158
383,57,11,LED,9,Domestic,Winter,2409,2,2880
300,89,15,LED,7,Commercial,Monsoon,3965,4,2815
315,58,8,Bulb,2,Commercial,Winter,4085,4,2335
285,102,7,CFL,10,Commercial,Winter,2083,6,2253
569,163,12,Bulb,4,Commercial,Monsoon,2653,2,4240
590,61,5,Bulb,10,Commercial,Monsoon,1848,4,3567
190,14,2,CFL,9,Commercial,Summer,867,4,1156
425,152,9,LED,4,Domestic,Winter,4572,4,3265
518,164,11,CFL,7,Commercial,Monsoon,4777,10,3914
336,177,11,CFL,8,Commercial,Winter,1153,3,3015
524,24,8,LED,2,Domestic,Monsoon,1591,9,3307
454,117,11,Bulb,3,Domestic,Monsoon,1018,5,3435
219,159,10,CFL,8,Commercial,Winter,798,8,2289
227,73,9,Bulb,9,Commercial,Summer,1889,4,1993
377,53,5,LED,4,Commercial,Winter,624,1,2442
478,51,3,LED,5,Commercial,Monsoon,3591,1,2826
446,35,12,CFL,4,Commercial,Winter,3926,7,3201
250,63,8,LED,10,Domestic,Summer,2899,4,2015
328,195,13,Bulb,5,Domestic,Winter,5768,7,3162
188,64,5,CFL,6,Commercial,Monsoon,2977,9,1501
164,190,12,Bulb,3,Commercial,Winter,1449,9,2234
56,122,11,CFL,6,Commercial,Summer,4554,7,1396
278,105,8,LED,4,Commercial,Winter,4083,6,2292
432,115,4,LED,8,Domestic,Winter,1723,5,2856
494,148,4,LED,10,Commercial,Winter,5101,9,3280
265,126,8,CFL,3,Commercial,Monsoon,2687,2,2291
391,190,6,CFL,3,Domestic,Winter,5437,4,3012
526,120,14,LED,9,Commercial,Winter,5191,8,4014
507,150,4,CFL,5,Commercial,Winter,2240,8,3353
522,133,11,Bulb,10,Domestic,Summer,1667,10,3837
253,70,8,Bulb,4,Commercial,Winter,5114,3,2052
72,18,7,LED,3,Commercial,Summer,2641,5,888
62,16,5,CFL,10,Commercial,Winter,2588,9,699
84,36,4,LED,9,Commercial,Monsoon,2532,4,810
539,175,14,Bulb,8,Commercial,Summer,2002,10,4254
206,113,2,CFL,2,Commercial,Monsoon,5268,5,1551
545,12,10,Bulb,8,Commercial,Monsoon,1772,10,3509
122,124,8,Bulb,6,Domestic,Summer,3305,8,1546
98,36,3,LED,10,Commercial,Summer,4779,1,816
396,94,10,CFL,3,Domestic,Winter,3948,6,2998
252,188,4,Bulb,8,Commercial,Monsoon,3448,1,2156
198,132,6,CFL,4,Commercial,Summer,1830,10,1832
234,74,10,CFL,7,Domestic,Winter,1791,3,2098
282,121,10,Bulb,5,Domestic,Winter,2899,4,2494
365,65,6,Bulb,5,Commercial,Winter,4111,5,2483
78,177,13,CFL,10,Domestic,Summer,1411,9,1814
459,185,7,LED,10,Domestic,Summer,4676,1,3413
382,174,6,Bulb,6,Commercial,Summer,2133,1,2915
93,42,7,LED,4,Commercial,Winter,3346,8,1072
423,106,14,Bulb,6,Domestic,Monsoon,3101,10,3438
67,157,10,CFL,9,Domestic,Summer,990,5,1497
251,50,5,CFL,8,Commercial,Summer,1026,10,1782
176,143,3,CFL,10,Domestic,Summer,4682,10,1556
300,153,12,LED,3,Commercial,Monsoon,2645,2,2819
281,70,6,Bulb,7,Commercial,Winter,1580,5,2065
66,148,9,Bulb,2,Commercial,Monsoon,3881,4,1398
72,15,6,Bulb,3,Commercial,Monsoon,1219,4,813
121,162,4,CFL,5,Domestic,Winter,2930,1,1398
295,56,12,LED,8,Commercial,Summer,2274,6,2488
76,185,8,CFL,4,Commercial,Winter,4056,8,1501
268,168,5,LED,10,Domestic,Monsoon,4293,10,2241
339,47,9,CFL,10,Commercial,Winter,5495,1,2490
574,92,13,CFL,7,Domestic,Winter,994,10,4108
134,92,13,LED,8,Domestic,Winter,3980,10,1836
237,99,2,Bulb,4,Domestic,Winter,3229,10,1667
211,193,2,CFL,4,Commercial,Summer,4627,4,1829
554,77,12,LED,10,Commercial,Summer,5054,8,3892
389,106,4,Bulb,7,Domestic,Monsoon,4327,5,2605
159,73,11,CFL,4,Commercial,Monsoon,714,4,1773
112,25,3,LED,7,Domestic,Monsoon,3512,6,854
554,33,4,LED,3,Domestic,Winter,1867,9,3227
385,120,15,CFL,8,Commercial,Winter,4616,3,3351
596,10,3,Bulb,2,Domestic,Summer,610,4,3306
448,169,15,Bulb,6,Domestic,Monsoon,3466,6,3831
69,159,11,CFL,2,Domestic,Winter,1349,2,1580
589,14,11,CFL,6,Domestic,Monsoon,2481,7,3808
479,193,13,CFL,9,Commercial,Winter,4407,1,3936
490,56,6,Bulb,3,Domestic,Summer,4157,1,3101
542,25,8,CFL,2,Commercial,Summer,1532,5,3403
263,55,12,Bulb,9,Domestic,Summer,5086,7,2319
503,115,4,CFL,2,Domestic,Winter,1963,7,3222
331,47,3,LED,8,Commercial,Summer,648,1,2054
571,48,14,Bulb,4,Domestic,Winter,4211,9,4019
467,183,4,CFL,4,Domestic,Monsoon,2607,9,3251
529,85,2,Bulb,9,Domestic,Monsoon,1120,3,3131
80,166,6,CFL,5,Commercial,Monsoon,1107,4,1330
238,39,4,LED,3,Commercial,Monsoon,5437,8,1614
526,195,7,LED,6,Domestic,Monsoon,2862,6,3790
433,111,5,CFL,6,Commercial,Summer,1486,1,2914
319,52,8,CFL,8,Domestic,Summer,4171,10,2336
368,27,12,CFL,5,Commercial,Summer,2002,7,2773
330,172,9,LED,3,Domestic,Summer,2072,1,2837
107,200,4,CFL,7,Domestic,Monsoon,1205,5,1445
371,101,15,CFL,10,Domestic,Winter,2342,3,3219
427,187,15,LED,8,Commercial,Winter,4118,7,3779
227,17,8,LED,5,Domestic,Winter,602,8,1751
218,52,6,Bulb,5,Domestic,Summer,1244,2,1683
51,130,12,CFL,6,Domestic,Monsoon,2304,10,1461
335,92,9,LED,3,Domestic,Winter,5250,5,2611
380,187,13,Bulb,5,Commercial,Monsoon,5814,10,3405
356,130,2,Bulb,4,Domestic,Summer,2303,10,2379
184,166,2,Bulb,2,Domestic,Winter,4654,10,1604
203,12,4,Bulb,10,Domestic,Winter,3784,3,1348
545,135,15,LED,7,Domestic,Monsoon,4687,9,4225
75,100,10,CFL,3,Domestic,Summer,3000,6,1359
221,99,10,LED,2,Commercial,Winter,4557,6,2110
400,10,10,Bulb,5,Commercial,Winter,3987,8,2754
595,54,11,CFL,2,Domestic,Winter,2197,5,3965
540,103,14,CFL,2,Commercial,Summer,2272,4,4033
363,81,12,CFL,7,Domestic,Summer,1087,6,2918
363,133,8,Bulb,9,Domestic,Monsoon,4475,7,2819
101,146,7,Bulb,2,Commercial,Summer,5205,9,1441
392,139,4,CFL,10,Domestic,Monsoon,2759,1,2725
370,16,7,Bulb,9,Domestic,Winter,2755,2,2421
165,85,11,CFL,6,Commercial,Summer,5999,2,1842
279,197,2,CFL,10,Commercial,Summer,706,10,2193
194,59,4,Bulb,3,Domestic,Monsoon,1932,2,1450
541,60,10,Bulb,8,Commercial,Winter,4254,2,3639
196,132,12,CFL,7,Domestic,Summer,638,4,2216
422,165,2,LED,7,Domestic,Monsoon,1040,9,2830
320,43,9,LED,10,Commercial,Winter,4740,1,2379
522,55,15,Bulb,8,Domestic,Summer,4975,1,3854
248,166,3,Bulb,3,Domestic,Monsoon,2034,4,2000
368,200,9,CFL,9,Commercial,Winter,1657,2,3122
461,108,13,Bulb,8,Commercial,Summer,2891,3,3575
442,181,9,Bulb,7,Domestic,Monsoon,5692,6,3444
251,190,10,Bulb,9,Domestic,Winter,2402,10,2552
265,146,4,LED,8,Commercial,Monsoon,5863,5,2091
350,99,9,LED,3,Domestic,Monsoon,1577,2,2710
553,94,8,LED,9,Commercial,Winter,1986,7,3677
135,34,6,LED,2,Domestic,Summer,4931,4,1198
260,75,11,Bulb,9,Domestic,Winter,3311,3,2301
69,131,13,LED,10,Commercial,Winter,1613,6,1623
294,108,7,LED,10,Commercial,Monsoon,1061,1,2318
254,144,4,LED,4,Commercial,Winter,1033,2,2028
506,122,12,LED,5,Domestic,Monsoon,1814,8,3785
260,102,4,LED,4,Commercial,Summer,2571,1,1926
130,108,2,LED,4,Domestic,Winter,820,5,1143
112,44,5,LED,8,Domestic,Monsoon,5191,8,1045
137,51,2,LED,4,Domestic,Monsoon,3459,8,999
436,194,4,CFL,10,Commercial,Monsoon,673,2,3125
